#Auto-generated file. Do not edit.,,,,,,,,,,
$Basic,----------------------------------------------------------------------,,,,,,,,,
Category,Id,Text00,Text01,Text02,Text03,Text04,Text05,Text06,Text001,Text011
ITEM_OPTION,2012,Gunslinger Vicious Set Effect,"Ranged Attack +50, Movement Speed +5",,,,,,,
ITEM_OPTION,2021,Gunslinger Regantor Set Effect,"Ranged Attack +75, Evasion +10",,,,,,,
ITEM_OPTION,2022,Gunslinger Regantor Set Effect,"Critical Strike +10, Movement Speed +10, Ranged Attack +25",,,,,,,
ITEM_OPTION,2031,Gunslinger Kelkarox Set Effect,"Max HP +500, Max MP +500",,,,,,,
ITEM_OPTION,2032,Gunslinger Kelkarox Set Effect,"Ranged Attack +120, Movement Speed +12, Evasion +12",,,,,,,
ITEM_OPTION,2041,Gunslinger Tenebra Set Effect,"Ranged Attack +50, Ranged Accuracy +5, Max MP +500",,,,,,,
ITEM_OPTION,2042,Gunslinger Tenebra Set Effect,"Ranged Attack +100, Movement Speed +15, Evasion +15",,,,,,,
ITEM_OPTION,2051,Gunslinger Succubus Set Effect,"Max MP +1000, Magia Resistance +50, Ranged Accuracy +5",,,,,,,
ITEM_OPTION,2052,Gunslinger Succubus Set Effect,"Ranged Attack +100, Evasion +20, Critical Strike Chance +15",,,,,,,
ITEM_OPTION,2061,Gunslinger Perator Set Effect,"Max MP +1000, Ranged Attack +30",,,,,,,
ITEM_OPTION,2062,Gunslinger Perator Set Effect,Perator's Heatwave Effect,,,,,,,
ITEM_OPTION,2063,Gunslinger Perator Set Effect,"Ranged Attack +70, Max HP +2000",,,,,,,
ITEM_OPTION,2071,Hume Female: Dark Raven Set Effect 1,"Individual Defense +110, Ranged Attack +20",,,,,,,
ITEM_OPTION,2072,Hume Female: Aus Raven Set Effect 1,"Individual Defense +122, Ranged Attack +30",,,,,,,
ITEM_OPTION,2073,Hume Female: Wind Raven Set Effect 1,"Individual Defense +134, Ranged Attack +40",,,,,,,
ITEM_OPTION,2074,Hume Female: Soul Raven Set Effect 1,"Individual Defense +147, Ranged Attack +50",,,,,,,
ITEM_OPTION,2081,Hume Female: Dark Raven Set Effect 2,"Individual Defense +220, Ranged Attack +25",,,,,,,
ITEM_OPTION,2082,Hume Female: Aus Raven Set Effect 2,"Individual Defense +244, Ranged Attack +40",,,,,,,
ITEM_OPTION,2083,Hume Female: Wind Raven Set Effect 2,"Individual Defense +268, Ranged Attack +55",,,,,,,
ITEM_OPTION,2084,Hume Female: Soul Raven Set Effect 2,"Individual Defense +293, Ranged Attack +70",,,,,,,
ITEM_OPTION,2091,Gunslinger Carribidis Set Effect,"Max MP +500, Magia Resistance +45",,,,,,,
ITEM_OPTION,2092,Gunslinger Carribidis Set Effect,"Ranged Attack +120, Absolute Defense +70",,,,,,,
ITEM_OPTION,2093,Gunslinger Carribidis Set Effect,"Max HP +2100, Ranged Accuracy +5",,,,,,,
ITEM_OPTION,2094,Gunslinger Scorpion Set Effect,"Ranged Attack +80, Max MP +200",,,,,,,
ITEM_OPTION,2095,Gunslinger Scorpion Set Effect,"Magia Resistance +90, Accuracy +80",,,,,,,
ITEM_OPTION,2096,Gunslinger Scorpion Set Effect,"Critical Strike Point +8, Max MP +400",,,,,,,
ITEM_OPTION,2097,Gunslinger Scorpion Set Effect,"Absolute Defense +50, Max HP +700",,,,,,,
ITEM_OPTION,3011,Lon Mas Vicious Set Effect,"Defense +30, Magia resistance +30",,,,,,,
ITEM_OPTION,3012,Lon Mas Vicious Set Effect,Max HP +800,,,,,,,
ITEM_OPTION,3021,Lon Mas Regantor Set Effect,"Max HP +1000, Magia Resistance +40",,,,,,,
ITEM_OPTION,3022,Lon Mas Regantor Set Effect,"Critical Strike +10, Defense +40",,,,,,,
ITEM_OPTION,3031,Lon Mas Kelkarox Set Effect,"Max HP +500, Max MP +500",,,,,,,
ITEM_OPTION,3032,Lon Mas Kelkarox Set Effect,"Max HP +1000, Magia Resistance +50, Defense +50",,,,,,,
ITEM_OPTION,3041,Lon Mas Tenebra Set Effect,"Max HP +1000, Defense 50",,,,,,,
ITEM_OPTION,3042,Lon Mas Tenebra Set Effect,"Max HP +2000, Defense 50, Magia Resistance +50",,,,,,,
ITEM_OPTION,3051,Lon Mas Succubus Set Effect,"Max MP +1000, Magia Resistance +50",,,,,,,
ITEM_OPTION,3052,Lon Mas Succubus Set Effect,"Max HP +2500, Magia Resistance +100",,,,,,,
ITEM_OPTION,3061,Lon Mas Perator Set Effect,"Max MP +250, Melee Attack +30",,,,,,,
ITEM_OPTION,3062,Lon Mas Perator Set Effect,Perator's Heatwave Effect,,,,,,,
ITEM_OPTION,3063,Lon Mas Perator Set Effect,"Melee Attack +70, Max HP +3000",,,,,,,
ITEM_OPTION,3071,Lon Mas: Dark Raven Set Effect 1,"Individual Defense +110, Melee Attack +20",,,,,,,
ITEM_OPTION,3072,Lon Mas: Aus Raven Set Effect 1,"Individual Defense +122, Melee Attack +30",,,,,,,
ITEM_OPTION,3073,Lon Mas: Wind Raven Set Effect 1,"Individual Defense +134, Melee Attack +40",,,,,,,
ITEM_OPTION,3074,Lon Mas: Soul Raven Set Effect 1,"Individual Defense +147, Melee Attack +50",,,,,,,
ITEM_OPTION,3081,Lon Mas: Dark Raven Set Effect 2,"Individual Defense +220, HP +400",,,,,,,
ITEM_OPTION,3082,Lon Mas: Aus Raven Set Effect 2,"Individual Defense +244, HP +500",,,,,,,
ITEM_OPTION,3083,Lon Mas: Wind Raven Set Effect 2,"Individual Defense +268, HP +600",,,,,,,
ITEM_OPTION,3084,Lon Mas: Soul Raven Set Effect 2,"Individual Defense +293, HP +700",,,,,,,
ITEM_OPTION,3091,Lon Mas Carribidis Set Effect,"Max MP +500, Defense +45",,,,,,,
ITEM_OPTION,3092,Lon Mas Carribidis Set Effect,"Melee Attack +105, Absolute Defense +70",,,,,,,
ITEM_OPTION,3093,Lon Mas Carribidis Set Effect,"Max HP +2100, Melee Accuracy +5",,,,,,,
ITEM_OPTION,3094,Lon Mas Scorpion Set Effect,"Melee Attack +80, Max MP +200",,,,,,,
ITEM_OPTION,3095,Lon Mas Scorpion Set Effect,"Magia Resistance +90, Accuracy +80",,,,,,,
ITEM_OPTION,3096,Lon Mas Scorpion Set Effect,"Melee Accuracy +8, Max MP +400",,,,,,,
ITEM_OPTION,3097,Lon Mas Scorpion Set Effect,"Absolute Defense +50, Max HP +700",,,,,,,
ITEM_OPTION,4011,Lon Femina Vicious Set Effect,"Attack Speed +5, MP Recovery +5",,,,,,,
ITEM_OPTION,4012,Lon Femina Vicious Set Effect,"Attack Speed +5, Max HP +300",,,,,,,
ITEM_OPTION,4021,Lon Femina Regantor Set Effect,"Movement Speed +5, Attack Speed +5",,,,,,,
ITEM_OPTION,4022,Lon Femina Regantor Set Effect,"Critical Strike +10, Evasion +5, Attack Speed +5",,,,,,,
ITEM_OPTION,4031,Lon Femina Kelkarox Set Effect,"Max HP +500, MP +500",,,,,,,
ITEM_OPTION,4032,Lon Femina Kelkarox Set Effect,"Attack Speed +10, Movement Speed +10, MP Recovery +5",,,,,,,
ITEM_OPTION,4041,Lon Femina Tenebra Set Effect,"Max HP +1000, Movement Speed +12",,,,,,,
ITEM_OPTION,4042,Lon Femina Tenebra Set Effect,"Max MP +1000, Attack Speed +15, Skill Casting Speed +5",,,,,,,
ITEM_OPTION,4051,Lon Femina Succubus Set Effect,"Max MP +1000, Magia Resistance +50, Ranged Accuracy +5",,,,,,,
ITEM_OPTION,4052,Lon Femina Succubus Set Effect,"Max HP +1500, Magia Resistance +50, Attack Speed +15",,,,,,,
ITEM_OPTION,4061,Lon Femina Perator Set Effect,"Max MP +750, Ranged Attack +30, Melee Attack +30",,,,,,,
ITEM_OPTION,4062,Lon Femina Perator Set Effect,Perator's Heatwave Effect,,,,,,,
ITEM_OPTION,4063,Lon Femina Perator Set Effect,"Ranged Attack +70, Melee Attack +70, Max HP +1500",,,,,,,
ITEM_OPTION,4071,Lon Femina: Dark Raven Set Effect 1,"Individual Defense +110, Ranged Attack +20",,,,,,,
ITEM_OPTION,4072,Lon Femina: Aus Raven Set Effect 1,"Individual Defense +122, Ranged Attack +30",,,,,,,
ITEM_OPTION,4073,Lon Femina: Wind Raven Set Effect 1,"Individual Defense +134, Ranged Attack +40",,,,,,,
ITEM_OPTION,4074,Lon Femina: Soul Raven Set Effect 1,"Individual Defense +147, Ranged Attack +50",,,,,,,
ITEM_OPTION,4081,Lon Femina: Dark Raven Set Effect 2,"Individual Defense +220, Attack Speed +6",,,,,,,
ITEM_OPTION,4082,Lon Femina: Aus Raven Set Effect 2,"Individual Defense +244, Attack Speed +7",,,,,,,
ITEM_OPTION,4083,Lon Femina: Wind Raven Set Effect 2,"Individual Defense +268, Attack Speed +8",,,,,,,
ITEM_OPTION,4084,Lon Femina: Soul Raven Set Effect 2,"Individual Defense +293, Attack Speed +9",,,,,,,
ITEM_OPTION,4091,Lon Femina Carribidis Set Effect,"Max MP +1100, Magia Resistance +45",,,,,,,
ITEM_OPTION,4092,Lon Femina Carribidis Set Effect,"Ranged Attack +105, Melee Attack +105, Absolute Defense +70",,,,,,,
ITEM_OPTION,4093,Lon Femina Carribidis Set Effect,"Max HP +2100, Ranged Accuracy +5, Melee Accuracy +5",,,,,,,
ITEM_OPTION,4094,Lon Femina Scorpion Set Effect,"Ranged Attack +80, Melee Attack +80, Max MP +200",,,,,,,
ITEM_OPTION,4095,Lon Femina Scorpion Set Effect,"Magia Resistance +90, Accuracy +80",,,,,,,
ITEM_OPTION,4096,Lon Femina: Scorpion Set Effect,"Critical Strike Point +8, Max MP +400",,,,,,,
ITEM_OPTION,4097,Lon Femina Scorpion Set Effect,"Absolute Defense +50, Max HP +700",,,,,,,
ITEM_OPTION,5011,Ayin Vicious Set Effect,Max HP +600,,,,,,,
ITEM_OPTION,5012,Ayin Vicious Set Effect,"Melee Attack +50, Max MP +100",,,,,,,
ITEM_OPTION,5021,Ayin Regantor Set Effect,"Max HP +800, Max MP +200",,,,,,,
ITEM_OPTION,5022,Ayin Regantor Set Effect,"Critical Strike +10, HP Regeneration +5",,,,,,,
ITEM_OPTION,5031,Ayin Kelkarox Set Effect,"Max HP +500, Max MP +500",,,,,,,
ITEM_OPTION,5032,Ayin Kelkarox Set Effect,"Max HP +800, Melee Attack +75",,,,,,,
ITEM_OPTION,5041,Ayin Tenebra Set Effect,"Max HP +1000, Melee Attack +50",,,,,,,
ITEM_OPTION,5042,Ayin Tenebra Set Effect,"Max HP +1000, Max MP +500, Melee Attack +50",,,,,,,
ITEM_OPTION,5051,Ayin Succubus Set Effect,"Max MP +1000, Magia Resistance +50",,,,,,,
ITEM_OPTION,5052,Ayin Succubus Set Effect,"Max HP +2000, Critical Strike Chance +15, Melee Attack +50",,,,,,,
ITEM_OPTION,5061,Ayin Perator Set Effect,"Max MP +750, Melee Attack +30",,,,,,,
ITEM_OPTION,5062,Ayin Perator Set Effect,Perator's Heatwave Effect,,,,,,,
ITEM_OPTION,5063,Ayin Perator Set Effect,"Melee Attack +70, Max HP +2250",,,,,,,
ITEM_OPTION,5071,Ayin: Dark Raven Set Effect 1,"Individual Defense +110, Melee Attack +20",,,,,,,
ITEM_OPTION,5072,Ayin: Aus Raven Set Effect 1,"Individual Defense +122, Melee Attack +30",,,,,,,
ITEM_OPTION,5073,Ayin: Wind Raven Set Effect 1,"Individual Defense +134, Melee Attack +40",,,,,,,
ITEM_OPTION,5074,Ayin: Soul Raven Set Effect 1,"Individual Defense +147, Melee Attack +50",,,,,,,
ITEM_OPTION,5081,Ayin: Dark Raven Set Effect 2,"Individual Defense +220, Critical Strike Point +5",,,,,,,
ITEM_OPTION,5082,Ayin: Aus Raven Set Effect 2,"Individual Defense +244, Critical Strike Point +6",,,,,,,
ITEM_OPTION,5083,Ayin: Wind Raven Set Effect 2,"Individual Defense +268, Critical Strike Point +7",,,,,,,
ITEM_OPTION,5084,Ayin: Soul Raven Set Effect 2,"Individual Defense +293, Critical Strike Point +8",,,,,,,
ITEM_OPTION,5091,Ayin Carribidis Set Effect,"Max MP +500, Defense +45",,,,,,,
ITEM_OPTION,5092,Ayin Carribidis Set Effect,"Melee Attack +105, Absolute Defense +70",,,,,,,
ITEM_OPTION,5093,Ayin Carribidis Set Effect,"Max HP +2100, Melee Accuracy +5",,,,,,,
ITEM_OPTION,5094,Ayin Scorpion Set Effect,"Melee Attack +80, Max MP +200",,,,,,,
ITEM_OPTION,5095,Ayin Scorpion Set Effect,"Magia Resistance +90, Accuracy +80",,,,,,,
ITEM_OPTION,5096,Ayin Scorpion Set Effect,"Melee Accuracy +8, Max MP +400",,,,,,,
ITEM_OPTION,5097,Ayin Scorpion Set Effect,"Absolute Defense +50, Max HP +700",,,,,,,
ITEM_OPTION,6011,Beriah Vicious Set Effect,Max MP +500,,,,,,,
ITEM_OPTION,6012,Beriah Vicious Set Effect,"Healing amount of Heal Spell +150, Spell Casting Speed +5",,,,,,,
ITEM_OPTION,6021,Beriah Regantor Set Effect,Max MP +400,,,,,,,
ITEM_OPTION,6022,Beriah Regantor Set Effect,"Critical Strike +10, Healing amount of Heal Spell +250",,,,,,,
ITEM_OPTION,6031,Beriah Kelkarox Set Effect,"Max HP +500, Max MP +500",,,,,,,
ITEM_OPTION,6032,Beriah Kelkarox Set Effect,"Healing amount of Heal Spell +350, Spell Casting Speed +5",,,,,,,
ITEM_OPTION,6041,Beriah Tenebra Set Effect,"Skill Casting Speed +10, Max MP +500",,,,,,,
ITEM_OPTION,6042,Beriah Tenebra Set Effect,"Heal amount of Heal Spell +400, Max MP +500, Skill Casting Speed +5",,,,,,,
ITEM_OPTION,6051,Beriah Succubus Set Effect,"Max MP +1000, Magia Resistance +50",,,,,,,
ITEM_OPTION,6052,Beriah Succubus Set Effect,"Max MP +1000, Heal amount of Heal Spell +450, Skill Casting Speed +10",,,,,,,
ITEM_OPTION,6061,Beriah Perator Set Effect,"Max MP +1500, Magia Attack +30",,,,,,,
ITEM_OPTION,6062,Beriah Perator Set Effect,Perator's Heatwave Effect,,,,,,,
ITEM_OPTION,6063,Beriah Perator Set Effect,"Magia Attack +70, Max HP +1500",,,,,,,
ITEM_OPTION,6071,Beriah: Dark Raven Set Effect 1,"Individual Defense +110, Magia Attack +20",,,,,,,
ITEM_OPTION,6072,Beriah: Aus Raven Set Effect 1,"Individual Defense +122, Magia Attack +30",,,,,,,
ITEM_OPTION,6073,Beriah: Wind Raven Set Effect 1,"Individual Defense +134, Magia Attack +40",,,,,,,
ITEM_OPTION,6074,Beriah: Soul Raven Set Effect 1,"Individual Defense +147, Magia Attack +50",,,,,,,
ITEM_OPTION,6081,Beriah: Dark Raven Set Effect 2,"Individual Defense +220, Healing +200",,,,,,,
ITEM_OPTION,6082,Beriah: Aus Raven Set Effect 2,"Individual Defense +244, Healing +250",,,,,,,
ITEM_OPTION,6083,Beriah: Wind Raven Set Effect 2,"Individual Defense +268, Healing +300",,,,,,,
ITEM_OPTION,6084,Beriah: Soul Raven Set Effect 2,"Individual Defense +293, Healing +350",,,,,,,
ITEM_OPTION,6091,Beriah Carribidis Set Effect,"Max MP +1100, Magia Resistance +45",,,,,,,
ITEM_OPTION,6092,Beriah Carribidis Set Effect,"Healing Power +450, Absolute Defense +70",,,,,,,
ITEM_OPTION,6093,Beriah Carribidis Set Effect,"Max HP +2100, Magia Accuracy +5",,,,,,,
ITEM_OPTION,6094,Beriah Scorpion Set Effect,"Magia Attack +80, Max MP +200",,,,,,,
ITEM_OPTION,6095,Beriah Scorpion Set Effect,"Magia Resistance +90, Accuracy +80",,,,,,,
ITEM_OPTION,6096,Beriah Scorpion Set Effect,"Skill Casting Speed +8, Max MP +400",,,,,,,
ITEM_OPTION,6097,Beriah Scorpion Set Effect,"Absolute Defense +50, Max HP +700",,,,,,,
ITEM_OPTION,6098,Shadowless Knight: Dark Raven Set Effect 1,"Individual Defense +110, Melee Attack +20",,,,,,,
ITEM_OPTION,6099,Shadowless Knight: Aus Raven Set Effect 1,"Individual Defense +122, Melee Attack +30",,,,,,,
ITEM_OPTION,6100,Shadowless Knight: Wind Raven Set Effect 1,"Individual Defense +134, Melee Attack +40",,,,,,,
ITEM_OPTION,6101,Shadowless Knight: Soul Raven Set Effect 1,"Individual Defense +147, Melee Attack +50",,,,,,,
ITEM_OPTION,6102,Shadowless Knight: Dark Raven Set Effect 2,"Individual Defense +220, Critical Strike Point +5",,,,,,,
ITEM_OPTION,6103,Shadowless Knight: Aus Raven Set Effect 2,"Individual Defense +244, Critical Strike Point +6",,,,,,,
ITEM_OPTION,6104,Shadowless Knight: Wind Raven Set Effect 2,"Individual Defense +268, Critical Strike Point +7",,,,,,,
ITEM_OPTION,6105,Shadowless Knight: Soul Raven Set Effect 2,"Individual Defense +293, Critical Strike Point +8",,,,,,,
ITEM_OPTION,1098,Small Recoup of Vicious,"If you succeed in attack, there is a 5% chance of recovering your base HP by 3% every 2 seconds for 10 seconds.",,,,,,,
ITEM_OPTION,1099,Unleashed Power: Magia,"If you succeed in attack, there is a 5% chance of increasing Magia Attack in proportionate to weapon level for 20 seconds.",,,,,,,
ITEM_OPTION,1100,Unleashed Power: Magia,"If you succeed in attack, there is a 5% chance of increasing Magia Attack in proportionate to weapon level for 20 seconds.",,,,,,,
ITEM_OPTION,1101,Unleashed Power: Bullet,"If you succeed in attack, there is a 5% chance of increasing ranged attack in proportionate to weapon level for 20 seconds.",,,,,,,
ITEM_OPTION,1102,Unleashed Power: Bullet,"If you succeed in attack, there is a 5% chance of increasing ranged attack in proportionate to weapon level for 20 seconds.",,,,,,,
ITEM_OPTION,1103,Unleashed Power: Blade,"If you succeed in attack, there is a 5% chance of increasing melee attack in proportionate to weapon level for 20 seconds.",,,,,,,
ITEM_OPTION,1104,Unleashed Power: Protection,"If damage is taken, there is a 10% chance of increasing Magia resistance in proportionate to weapon level.",,,,,,,
ITEM_OPTION,1105,Unleashed Power: Bullet,"If you succeed in attack, there is a 5% chance of increasing ranged attack in proportionate to weapon level for 20 seconds.",,,,,,,
ITEM_OPTION,1106,Unleashed Power: Heal,"If you heal target firsthand, there is a 10% chance of increasing additional healing proportionally to the weapon level for 20 seconds.",,,,,,,
ITEM_OPTION,1107,Unleashed Power: Blade,"If you succeed in attack, there is a 5% chance of increasing melee attack in proportionate to weapon level for 20 seconds.",,,,,,,
ITEM_OPTION,1108,Unleashed Power: Protection,"If damage is taken, there is a 10% chance of increasing Magia resistance in proportionate to weapon level.",,,,,,,
ITEM_OPTION,1109,Unleashed Power: Heal,"If you heal target firsthand, there is a 10% chance of increasing additional healing proportionally to the weapon level for 20 seconds.",,,,,,,
ITEM_OPTION,1110,Unleashed Power: Magia,"If you succeed in attack, there is a 5% chance of increasing Magia Attack in proportionate to weapon level for 20 seconds.",,,,,,,
ITEM_OPTION,1111,Love Springing,"If you attack, there is a 5% chance of increasing the drop rate of ""Sunny Apple.""",,,,,,,
ITEM_OPTION,1112,Adrogant's Necklace of Corruption,"After each successful attack, you have 3% chance to gain critical strike buff for 15 seconds (critical strike increases by 300).",,,,,,,
ITEM_OPTION,1113,Zealot accessory set options,All Accuracy +4% / All bonus stats +16,,,,,,,
ITEM_OPTION,1114,Seduction of Gold,Healing another player gives you Intelligence buff for 20 seconds (intelligence increases by 480). Buff occurs once every 2 minutes.,,,,,,,
ITEM_OPTION,1115,Lost Paradise,"After each successful attack, you gain 20 seconds of dexterity buff (increases by 480). ",,,,,,,
ITEM_OPTION,1116,Obssession of The Root,"After each successful attack, you gain 20 seconds of intelligence buff (increases by 480). ",,,,,,,
ITEM_OPTION,1117,Ruin of Underwater King,"After each successful attack, you gain 20 seconds of strength buff (strength increases by 480). Buff occurs once every 2 minutes.",,,,,,,
ITEM_OPTION,1118,Last Illusion,"After each damage you take, you gain 20 seconds of resistance buff  (all resistance increases by 160).",,,,,,,
ITEM_OPTION,7000,Fruit of Strength (Unused),STR+2 Sphere,,,,,,,
ITEM_OPTION,7001,Ripe Fruit of Strength (Unused),STR+4 Sphere,,,,,,,
ITEM_OPTION,7003,Fruit of Wisdom (Unused),WIS+2 Sphere,,,,,,,
ITEM_OPTION,7004,Ripe Fruit of Wisdom (Unused),WIS+4 Sphere,,,,,,,
ITEM_OPTION,7006,Fruit of Health (Unused),VIT+2 Sphere,,,,,,,
ITEM_OPTION,7007,Ripe Fruit of Health (Unused),VIT+4 Sphere,,,,,,,
ITEM_OPTION,7009,Fruit of Dexterity (Unused),DEX+2 Sphere,,,,,,,
ITEM_OPTION,7010,Ripe Fruit of Dexterity (Unused),DEX+4 Sphere,,,,,,,
ITEM_OPTION,20011,Fox Set,Accuracy +30,,,,,,,
ITEM_OPTION,20012,Fox Set,"Evasion +80, Max MP +300",,,,,,,
ITEM_OPTION,20021,Sorcery Set,Max MP +500 / Magia Resistance +50,,,,,,,
ITEM_OPTION,20031,Totems Set,HP Regeneration +20,,,,,,,
ITEM_OPTION,20041,Otter Set,Max HP +500,,,,,,,
ITEM_OPTION,20051,Strawberry Otter Set,Evasion +46,,,,,,,
ITEM_OPTION,20052,Strawberry Otter Set,Max HP +400,,,,,,,
ITEM_OPTION,20061,Forest Traveler Suit Set,"Max HP +400, Critical Strike +5",,,,,,,
ITEM_OPTION,20071,White Beak Set,"Magia Attack +20, Max MP +600",,,,,,,
ITEM_OPTION,20081,Princess Set,Sense +3,,,,,,,
ITEM_OPTION,20082,Princess Set,Magia Resistance +60,,,,,,,
ITEM_OPTION,20101,Pure White Set,Magia Resistance +70,,,,,,,
ITEM_OPTION,20111,Student Uniform Set,Wisdom +3,,,,,,,
ITEM_OPTION,20121,Flower Petal Set,Defense +60,,,,,,,
ITEM_OPTION,20131,Black Costume Set,"Defense +25, Magia resistance +15",,,,,,,
ITEM_OPTION,20141,Outing Set in Yellow,Magia Attack +23,,,,,,,
ITEM_OPTION,20142,Outing Set in Yellow,Accuracy Rate +58 / Evasion +29,,,,,,,
ITEM_OPTION,20151,Jungle Dress Set,"Max HP +300, Defense +20",,,,,,,
ITEM_OPTION,20161,Penguin Set,Max HP +400,,,,,,,
ITEM_OPTION,20162,Penguin Set,Health +3 / Magia Attack +16,,,,,,,
ITEM_OPTION,20171,Tricker Set,Strength +3,,,,,,,
ITEM_OPTION,20181,Pure Black Set,Accuracy Rate +30,,,,,,,
ITEM_OPTION,20182,Pure Black Set,Evasion +60,,,,,,,
ITEM_OPTION,20191,Pure Pink Set,Defense +46,,,,,,,
ITEM_OPTION,20192,Pure Pink Set,Max HP +1000,,,,,,,
ITEM_OPTION,20201,Business Suit Set,Luck +3,,,,,,,
ITEM_OPTION,20211,Witch Set,Magia Attack +20 / Magia Resistance +15,,,,,,,
ITEM_OPTION,20221,Clock Rabbit Set,Accuracy Rate +29,,,,,,,
ITEM_OPTION,20222,Clock Rabbit Set,"Evasion +60, Max MP +280",,,,,,,
ITEM_OPTION,20231,Strawberry Cake Set,HP Regeneration +24,,,,,,,
ITEM_OPTION,20232,Strawberry Cake Set,Max HP +1100,,,,,,,
ITEM_OPTION,20241,Anima Vicious Set,Wisdom +5,,,,,,,
ITEM_OPTION,20242,Anima Vicious Set,Magia Attack +90,,,,,,,
ITEM_OPTION,20251,Honey Bee Suit,Magia Attack +20,,,,,,,
ITEM_OPTION,20252,Honey Bee Suit,Accuracy +50 / Evasion +50,,,,,,,
ITEM_OPTION,20261,Summer Dress,Magia Attack +60,,,,,,,
ITEM_OPTION,20271,Pero Rider Set,Defense +57,,,,,,,
ITEM_OPTION,20272,Pero Rider Set,Max HP +1500,,,,,,,
ITEM_OPTION,20281,Maid Set,Magia Attack +30,,,,,,,
ITEM_OPTION,20282,Maid Set,Max HP +759,,,,,,,
ITEM_OPTION,20291,Alice Set,Accuracy Rate +72,,,,,,,
ITEM_OPTION,20292,Alice Set,Magia Attack +30 / Evasion +30,,,,,,,
ITEM_OPTION,20301,Chef Set,Sense +3,,,,,,,
ITEM_OPTION,20311,Detective Set,Wisdom +2 / Sense +2,,,,,,,
ITEM_OPTION,20321,Santa Set,Defense +50,,,,,,,
ITEM_OPTION,20322,Santa Set,Magia Resistance +90,,,,,,,
ITEM_OPTION,20331,Rudolf Set,Max MP +1100,,,,,,,
ITEM_OPTION,20332,Rudolf Set,Max HP +1500,,,,,,,
ITEM_OPTION,20341,Red Hat Set,Accuracy Rate +36,,,,,,,
ITEM_OPTION,20342,Red Hat Set,"Evasion +72, Max MP +380",,,,,,,
ITEM_OPTION,20351,Sara Set,Critical Strike +10,,,,,,,
ITEM_OPTION,20352,Sara Set,Evasion +36 / Accuracy Rate +36,,,,,,,
ITEM_OPTION,20361,Winter Queen Set,Max MP +400,,,,,,,
ITEM_OPTION,20362,Winter Queen Set,Accuracy Rate +32 / Evasion +70,,,,,,,
ITEM_OPTION,20371,Little Bird Set,Max HP +1000,,,,,,,
ITEM_OPTION,20372,Little Bird Set,Defense +50 / HP Regeneration +28,,,,,,,
ITEM_OPTION,20381,Blue Bird Set,Accuracy Rate +30,,,,,,,
ITEM_OPTION,20382,Blue Bird Set,Evasion +15 / Critical Strike +5,,,,,,,
ITEM_OPTION,20391,Black Bird Set,Magia Resistance +77,,,,,,,
ITEM_OPTION,20392,Black Bird Set,Max MP +800,,,,,,,
ITEM_OPTION,20401,Tulip Set,MP Recovery +15,,,,,,,
ITEM_OPTION,20402,Tulip Set,Magia Resistance +80,,,,,,,
ITEM_OPTION,20411,Yellow Tulip Set,Accuracy Rate +60,,,,,,,
ITEM_OPTION,20412,Yellow Tulip Set,Evasion +30,,,,,,,
ITEM_OPTION,20421,Blue Tulip Set,Magia Attack +23,,,,,,,
ITEM_OPTION,20422,Blue Tulip Set,Max MP +880,,,,,,,
ITEM_OPTION,20431,Simple Witch Suit Set,Max MP +1200,,,,,,,
ITEM_OPTION,20432,Simple Witch Suit Set,Magia Attack +30 / Magia Resistance +100,,,,,,,
ITEM_OPTION,20441,Black Cat Set,Evasion +40,,,,,,,
ITEM_OPTION,20442,Black Cat Set,Accuracy Rate +40 / Critical Strike +5,,,,,,,
ITEM_OPTION,20451,Princess Set,Magia Attack +23,,,,,,,
ITEM_OPTION,20452,Princess Set,Accuracy Rate +60 / Evasion +30,,,,,,,
ITEM_OPTION,20461,Double Coat Set,Health +1000,,,,,,,
ITEM_OPTION,20462,Double Coat Set,Defense +57 / MP Recovery +18,,,,,,,
ITEM_OPTION,20471,Medium Set,Magia Attack +29,,,,,,,
ITEM_OPTION,20472,Medium Set,"Magia Resistance +95, Max MP +1100",,,,,,,
ITEM_OPTION,20481,Angel's Apron,All attributes +2.,,,,,,,
ITEM_OPTION,20491,Lon Mas Costume,Health +5,,,,,,,
ITEM_OPTION,20492,Lon Mas Costume,HP +1500,,,,,,,
ITEM_OPTION,20501,Lon Femina Dress,Sense +5,,,,,,,
ITEM_OPTION,20502,Lon Femina Dress,Evasion +40,,,,,,,
ITEM_OPTION,20511,Ayin Fair Breast Armor,Strength +5,,,,,,,
ITEM_OPTION,20512,Ayin Fair Breast Armor,Health +750,,,,,,,
ITEM_OPTION,20521,Beriah Fair Dress,Wisdom +5,,,,,,,
ITEM_OPTION,20522,Beriah Fair Dress,Magia Defense +100,,,,,,,
ITEM_OPTION,20531,Hume Female Fair Shirt,Dexterity +5,,,,,,,
ITEM_OPTION,20532,Hume Female Fair Shirt,Accuracy +40,,,,,,,
ITEM_OPTION,20541,Hume Male Fair,Wisdom +5,,,,,,,
ITEM_OPTION,20542,Hume Male Fair,Magia Attack +92,,,,,,,
ITEM_OPTION,20551,Atrium Manager,Max HP +600,,,,,,,
ITEM_OPTION,20552,Atrium Manager,Entire Stats +2,,,,,,,
ITEM_OPTION,20561,Gigas Zerum Suit,Luck +5,,,,,,,
